Wines,Price,Category,Grapes 1,Grapes 2,Grapes 3,Grapes 4,Region 1,Region 2,Region 3,Region 4,Alcohol,Food Pairing,Notes,Link
"Ascheri - Barolo ""Pisapola"" DOCG 2019",176,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.00%,"Perfect with red and braised meat, game and aged cheese","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14%Garnet colour with orange hues that become more intense over timeIt presents tight and balanced intensity with wild berry aromas, spice, tobacco and licoriceThe taste is full, wide and velvety with a finish of spices and a hint of vanillaFood Pairing:Perfect with red and braised meat, game and aged cheeseAwards:2010 - Wine Enthusiast Magazine: 93 points2011 - James Suckling: 92 points 2011 - Wine Advocate: 92 points2012 - James Suckling: 92 points",https://www.winelistasia.com/store/p91/Ascheri_-_Barolo_%22Pisapola%22_DOCG_2019.html
Cantine Volpi - Dolcetto d'Alba DOC 2022,46,"Red, Dry, Still",100% Dolcetto,,,,"Piedmont, Italy",,,,12.50%,"Pair this wine with pizza, Bolognese sauces, veal scallopini, and chicken Kiev","Category: Red, Dry, StillGrapes: 100% DolcettoAlcohol: 12.5%Ruby red in color with violet tintsNotes of juicy black cherries, black currants and violetsOn the palate, black cherries and sweet spices lead to a soft and lingering finishFood Pairing:Pair this wine with pizza, Bolognese sauces, veal scallopini, and chicken Kiev",https://www.winelistasia.com/store/p97/Cantine_Volpi_-_Dolcetto_d%27Alba_DOC_2022.html
Cantine Volpi - Barbera d'Asti Superiore DOC 2022,46,"Red, Dry, Still",100% Barbera,,,,"Piedmont, Italy",,,,13.00%,"Outstanding when served with roast beef, truffle-laden dishes, and medium-aged cheeses","Category: Red, Dry, StillGrapes: 100% BarberaAlcohol: 13%Vivid ruby red in colorBlackberry jam and ripe cherries followed by layers of chocolate, mocha, cassis, licorice, coffee liqueur and smokeIntensely flavorful and full-bodied with silky, polished tannins, all of which leads to a long, rich finishFood Pairing:Outstanding when served with roast beef, truffle-laden dishes, and medium-aged cheeses",https://www.winelistasia.com/store/p98/Cantine_Volpi_-_Barbera_d%27Asti_Superiore_DOC_2022.html
Cantine Volpi - Barbaresco DOCG 2021,90,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,13.00%,"Pairs well with slow-roasted beef, demi-glaces, grilled pork and apples, and Beef Wellington","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 13%Garnet red with slightly orange lights in the frothIntense and ethereal bouquet of plums, prunes, cinnamon, cocoa, tobacco, leather and spiceMedium-bodied and rich with flavors of tart cherries, rose petals, and hints of truffles with a long, impressive finishFood Pairing:Pairs well with slow-roasted beef, demi-glaces, grilled pork and apples, and Beef Wellington",https://www.winelistasia.com/store/p99/Cantine_Volpi_-_Barbaresco_DOCG_2021.html
Cantine Volpi - Barolo DOCG 2020,102,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,13.00%,"Recommended with rich fare, such as truffle scented dishes, roast beef, fillet mignon and medium-aged cheeses","Category: Red, Dry, StillGrapes: 100% Nebbiolo Alcohol: 13%Intense ruby red in color, with garnet huesCherries, plums, dried roses, minerals and spices surround a terrific concentration and depthCreamy and broad, racy and refined. The flavors explode with a supple and persistent roundness.Food Pairing: Recommended with rich fare, such as truffle scented dishes, roast beef, fillet mignon and medium-aged cheeses",https://www.winelistasia.com/store/p100/Cantine_Volpi_-_Barolo_DOCG_2020.html
Peter Zemmer - Schiava Gentile DOC 2020,53,"Red, Dry, Still",100% Schiava,,,,Alto Adige,,,,12.50%,"Appetizers, smoked and cured meats, grilled or broiled meats, mild cheese","Category: Red, Dry, StillGrapes: 100% SchiavaAlcohol: 12.5%Light ruby to ruby redFresh, pleasant, fruity, characteristic of the varietalLively, dry, mild, harmonious, with light tones of bitter almondsFood Pairing:Appetizers, smoked and cured meats, grilled or broiled meats, mild cheese",https://www.winelistasia.com/store/p109/Peter_Zemmer_-_Schiava_Gentile_DOC_2020.html
"Peter Zemmer - Lagrein Alto Adige ""Raut"" DOC 2021",59,"Red, Dry, Still",100% Lagrein,,,,Alto Adige,,,,13.00%,"Red meats, roast, game, and hard cheeses","Category: Red, Dry, StillGrapes: 100% LagreinAlcohol: 13%Ruby red to garnet redIntense, complex, spicy aroma, with a fresh perfume of wild berries and violetsVery harmonious with a good lashing of tannin, a soft, velvety, round body with a light spicy finishFood Pairing:Red meats, roast, game, and hard cheeses",https://www.winelistasia.com/store/p112/Peter_Zemmer_-_Lagrein_Alto_Adige_%22Raut%22_DOC_2021.html
Peter Zemmer - Pinot Noir Alto Adige DOC 2024,60,"Red, Dry, Still",100% Pinot Noir - Alto Adige,,,,"Burgundy, France",,,,13.50%,"Red meats, lamb, fowl, and game","Category: Red, Dry, StillGrapes: 100% Pinot Noir - Alto AdigeAlcohol: 13.5%Ruby red colour with garnet red nuancesBeautiful on the nose, with with soft cherry, plum, and rose petal aromasThe flavors are cranberry, cherry and plum.Thereâs a bit of spice to it also.The finish is long with cranberry and spicesFood Pairing:Red meats, lamb, fowl, and gameAwards:2013 - Wine Spectator: 89 points2013 - Wine Enthusiast Magazine: 88 points",https://www.winelistasia.com/store/p113/Peter_Zemmer_-_Pinot_Noir_Alto_Adige_DOC_2024.html
"Peter Zemmer - Lagrein Riserva ""Furggl"" DOC 2017",96,"Red, Dry, Still",100% Lagrein,,,,Alto Adige,,,,13.50%,"Hearty red meat dishes, game, sharp cheeses","Category: Red, Dry, StillGrapes: 100% LagreinAlcohol: 13.5%Deep, compact garnet red with violet reflectionsAromatic is characterized by violets, bitter chocolate, wild berries, licorice, and vanillaVelvety, with soft tannins, prominent structure, very long and lasting in flavorFood Pairing:Hearty red meat dishes, game, sharp cheeses",https://www.winelistasia.com/store/p114/Peter_Zemmer_-_Lagrein_Riserva_%22Furggl%22_DOC_2017.html
"Cantina di Trento - Merlot Trentino ""1339"" DOC 2015",51,"Red, Dry, Still",100% Merlot,,,,"Bordeaux, France",,,,13.00%,"An ideal partner for dishes of red meats, game and venison. Serving temperature: 17-18Â°C","Category: Red, Dry, StillGrapes: 100% MerlotAlcohol: 13%Ruby red in colour with garnet huesNotes of spices and red berry fruitsWell balanced on the palate, elegant, with soft tanninsFood Pairing:An ideal partner for dishes of red meats, game and venison. Serving temperature: 17-18Â°C",https://www.winelistasia.com/store/p125/Cantina_di_Trento_-_Merlot_Trentino_%221339%22_DOC_2015.html
"Cantina di Trento - Teroldego ""Vigneti delle Dolomiti"" IGT 2016",51,"Red, Dry, Still",100% Teroldego,,,,Trentino,,,,13.00%,"An ideal partner for dishes of red meats, game and venison. Serving temperature: 17-18Â°C","Category: Red, Dry, StillGrapes: 100% TeroldegoAlcohol: 13%Red ruby in colourVinous on the nose with a light note of violetDry on the palate, full bodied, with light tannins and medium alcoholicFood Pairing:An ideal partner for dishes of red meats, game and venison. Serving temperature: 17-18Â°C",https://www.winelistasia.com/store/p126/Cantina_di_Trento_-_Teroldego_%22Vigneti_delle_Dolomiti%22_IGT_2016.html
"Cantina di Trento - Marzemino Superiore ""Ziresi"" DOC 2015",71,"Red, Dry, Still",100% Marzemino,,,,"Trentino, Italy",,,,13.00%,"Mild dishes, particularly with mushrooms. Serving temperature: 18Â° C","Category: Red, Dry, StillGrapes: 100% MarzeminoAlcohol: 13%Ruby in colourFloral and violet on the noseDelicate, inviting with soft tanninsFood Pairing:Mild dishes, particularly with mushrooms. Serving temperature: 18Â° CAwards:2015 - International Wine Challenge: Bronze",https://www.winelistasia.com/store/p127/Cantina_di_Trento_-_Marzemino_Superiore_%22Ziresi%22_DOC_2015.html
"Mamete Prevostini - Sforzato di Valtellina ""Corte di Cama"" DOCG 2019",171,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,15.50%,"Venison and game, roasted meat , stews , cold cuts, braised meats, stracotto , strong and long aged cheeses. Perfect by itself","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 15.5%Dark garnet-red colourMarked array of aromas, polished spicy edges and hints of dried fruit and flowersWarm, full and lusty flavour, but soft and rounded at the same time, with lingering sensations of jams and raisinFood Pairing:Venison and game, roasted meat , stews , cold cuts, braised meats, stracotto , strong and long aged cheeses. Perfect by itselfAwards:2007 - Cellar Tracker: 91 points2008 - Wine Spectator: 90 points2009 - Wine Spectator: 92 points",https://www.winelistasia.com/store/p133/Mamete_Prevostini_-_Sforzato_di_Valtellina_%22Corte_di_Cama%22_DOCG_2019.html
"Mamete Prevostini - Sforzato di Valtellina ""Albareda"" DOCG 2018",245,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,16.00%,"Meditation wine, goes well with cheese rather dry (Bitto 4-5 years)","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 16%Dark pomegranate red colourStriking varied aroma with spicy and fruity smells and dried flowers scentSoft, warm, full bodied taste, with strong raisin and preserve feelingsFood Pairing: Meditation wine, goes well with cheese rather dry (Bitto 4-5 years)Awards: 2009 - Wine Spectator: 93 points2010 - Wine Spectator: 90 points2011 - Wine Spectator: 92 points2012 - Decanter: 87 points",https://www.winelistasia.com/store/p134/Mamete_Prevostini_-_Sforzato_di_Valtellina_%22Albareda%22_DOCG_2018.html
"Antichi Poderi Jerzu - Cannonau ""Bantu"" DOC 2020",45,"Red, Dry, Still",100% Cannonau,,,,Sardinia,,,,13.00%,Meat cooked over an open flame is an art-form in Sardinia and specialties such as spit-roasted suckling pig or lamb seem perfect for the rich and complex flavors of Cannonau,"Category: Red, Dry, StillGrapes: 100% CannonauAlcohol: 13%Ruby red colour with purple tingesTypical, clear cut, with scents of forest fruits and Mediterranean scrubDry, medium-bodied red wine is bursting with flavors of dark red raspberries and strawberriesFood Pairing:Meat cooked over an open flame is an art-form in Sardinia and specialties such as spit-roasted suckling pig or lamb seem perfect for the rich and complex flavors of Cannonau",https://www.winelistasia.com/store/p213/Antichi_Poderi_Jerzu_-_Cannonau_%22Bantu%22_DOC_2020.html
"Antichi Poderi Jerzu - Cannonau Riserva ""Josto Miglior"" DOC 2017",107,"Red, Dry, Still",100% Cannonau,,,,Sardinia,,,,13.50%,"It matches well with savory dishes characterized by intense flavors, as well complex dishes enriched by spices","Category: Red, Dry, StillGrapes: 100% CannonauAlcohol: 13.5%Ruby red colour with purple tingesFlavors of very ripe strawberries, black cherries, herbs, and spicesMultiple layers of Mediterranean herbs, roasted coffee, spices, and licorice with a generous core of black and red fruitFood Pairing:Meat cooked over an open flame is an art-form in Sardinia and specialties such as spit-roasted suckling pig or lamb seem perfect for the rich and complex flavors of CannonauFood Pairing: It matches well with savory dishes characterized by intense flavors, as well complex dishes enriched by spices",https://www.winelistasia.com/store/p215/Antichi_Poderi_Jerzu_-_Cannonau_Riserva_%22Josto_Miglior%22_DOC_2017.html
Montalbano - Merlot Refosco Organic IGT 2019,43,"Red, Dry, Still",70% Merlot,,,,"Bordeaux, France",,,,12.50%,"Pais well with soups, roasted white and red meat, rabbit in particular","Category: Red, Dry, StillGrapes: 70% Merlot, 30% Red-stalked RefoscoAlcohol %: 12.5Intense red in colour, leaning towards ruby, with good structureIntense end elegant it shows currant, plum, black cherry and blackberry fruitSpices and hints of small red fruits ennoble a majestic progressionFood Pairing:Pais well with soups, roasted white and red meat, rabbit in particular",https://www.winelistasia.com/store/p237/Montalbano_-_Merlot_Refosco_Organic_IGT_2019.html
"Montalbano - Nero d'Avola ""Terre Siciliane"" Organic IGT 2020",43,"Red, Dry, Still",100% Nero D'avola,,,,"Sicily, Italy",,,,13.00%,"Delicious with roasted meats, mushroom sauces, caponata spreads, and eggplant parmigiana","Category: Red, Dry, StillGrapes: 100% Nero dâAvolaAlcohol %: 13Red ruby with violet huesIntense forest-berry bouquet with hints of violets and spicesOn the palate, abundant flavors of ripe fruit and exotic spices are balanced by a pleasing acidity and silky tanninsFood Pairing:Delicious with roasted meats, mushroom sauces, caponata spreads, and eggplant parmigiana",https://www.winelistasia.com/store/p238/Montalbano_-_Nero_d%27Avola_%22Terre_Siciliane%22_Organic_IGT_2020.html
Montalbano - Refosco del Peduncolo Rosso ORGANIC DOC 2019,48,"Red, Dry, Still",100% Refosco da Peduncolo,,,,"Friuli-Venezia Giulia, Italy",,,,12.00%,"Ideal with cured meat, sausage, matured cheese. A perfect picnic wine","Category: Red, Dry, StillGrapes: 100% Refosco da Peduncolo RossoAlcohol %: 12Ruby-red in colorWith an inimitable herbaceous nose reminiscent of freshly cut hayConcentrated flavors, spicy and savory, with developed tannins and a hint of pleasant bitternessFood Pairing:Ideal with cured meat, sausage, matured cheese. A perfect picnic wine",https://www.winelistasia.com/store/p239/Montalbano_-_Refosco_del_Peduncolo_Rosso_ORGANIC_DOC_2019.html
Montalbano - Amarone della Valpolicella ORGANIC DOC 2011,140,"Red, Dry, Still",50% Corv,15% Rond,5% Oseleta,,"Veneto, Italy",,,,15.50%,"Pair this wine with osso bucco, Bordelaise sauces, wild boar ravioli, or grilled cowboy rib-eye","Category: Red, Dry, StillGrapes: 50% Corv., 30% Corvinone, 15% Rond., 5% OseletaAlcohol %: 15.5Intense red colour with garnet fleckAromas of dried black cherries, cassis, truffles, and chocolate fudge leap out of the glassDried cherries, prunes, bitter dark chocolate, a mineral touch of stone and the distinctiveness of vanillaFood Pairing:Pair this wine with osso bucco, Bordelaise sauces, wild boar ravioli, or grilled cowboy rib-eye",https://www.winelistasia.com/store/p243/Montalbano_-_Amarone_della_Valpolicella_ORGANIC_DOC_2011.html
"Eugenio Collavini - Collio ""Broy"" DOC 2016",121,"White, Dry, Still",50% Friulano,Chardonnay,20% Sauvignon Blanc,,"Friuli-Venezia Giulia, Italy","Burgundy, France","Loire Valley/Bordeaux, France",,13.50%,"Haute cuisine, fish, either oven-baked or served in sauce, truffle risotto and moderately mature cheeses","Category: White, Dry, StillGrapes: 50% Friulano; 30%Chardonnay; 20% Sauvignon BlancAlcohol %: 13.50Lustrous straw with pale greenish highlightsIntense, lingering aromas of ripe tropical fruits, acacia honey, orange peel and summer flowerPowerful, long, soft-textured and warm, nicely balanced by freshness and mineralityFood Pairing:Haute cuisine, fish, either oven-baked or served in sauce, truffle risotto and moderately mature cheesesAwards: 2016 - James Suckling: 91 Points2015 - James Suckling: 95 Points2015 - Gambero Rosso: 3 Glasses2014 - Gambero Rosso: 3 Glasses",https://www.winelistasia.com/store/p261/Eugenio_Collavini_-_Collio_%22Broy%22_DOC_2016.html
Eugenio Collavini - Pignolo DOC 2013,165,"Red, Dry, Still",50% Friulano,Chardonnay,20% Sauvignon Blanc,,"Friuli-Venezia Giulia, Italy","Burgundy, France","Loire Valley/Bordeaux, France",,14.00%,Red meat preparations from the great culinary tradition - Serving temperature 16Â°C,"Category: Red, Dry, StillGrapes: 50% Friulano; 30%Chardonnay; 20% Sauvignon BlancAlcohol %: 14.0Intense ruby red with deep tonesA very distinctive nose offers a wealth of nuances, presenting very ripe red fruits and morello cherries before incense, autumn leaves and dark chocolate. The bouque acquires spicy notes as the wine agesMassive breadth and warmth in the mouth, where assertive extract never loses its poise, a wine of extraordinary power and vigourFood Pairing:Red meat preparations from the great culinary tradition - Serving temperature 16Â°CAwards: 2016 - James Suckling: 91 Points2015 - James Suckling: 95 Points2015 - Gambero Rosso: 3 Glasses2014 - Gambero Rosso: 3 Glasses",https://www.winelistasia.com/store/p262/Eugenio_Collavini_-_Pignolo__DOC_2013.html
"Eugenio Collavini - Refosco ""Forresco"" DOC 2011",142,"Red, Dry, Still",40% Red Stock Refosco,40% Faedis Refosco,20% Pignolo,,"Friuli-Venezia Giulia, Italy","Friuli-Venezia Giulia, Italy",,,13.50%,Red meat - Serve at 16 to 18 Â°C in Riedel Vinum Chardonnay glass or similar,"Category: Red, Dry, StillGrapes: 40% Red Stock Refosco; 40% Faedis Refosco; 20% PignoloAlcohol %: 13.5Deep, strong, ruby-red, almost impenetrableAbsolute complexity, with precise and intense hints of currant, wild blackberry and plumBalsamic and spicy sensations of a rare complexity. The gently strong tannins close with a never-ending aftertasteFood Pairing:Red meat - Serve at 16 to 18 Â°C in Riedel Vinum Chardonnay glass or similarAwards:2011 - James Suckling: 932008 - James Suckling: 932007 - James Suckling: 92",https://www.winelistasia.com/store/p263/Eugenio_Collavini_-_Refosco_%22Forresco%22_DOC_2011.html
"Eugenio Collavini - Schioppettino ""Turian"" DOC 2020",106,"Red, Dry, Still",100% Schioppettino (ribolla Nera),,,,"Friuli-Venezia Giulia, Italy",,,,13.00%,"Feathered game, wood pigeon, duck. Pappardelle pasta in hare sauce, wild boar, roe deer - Serving temperature: 16-18 Â°C","Category: Red, Dry, StillGrapes: 100% Schioppettino (Ribolla Nera)Alcohol %: 13.0Deep ruby is still tinged with purpleIntriguingly concentrated, evolved aromatics foreground varietal notes of forest fruits, raspberries, black pepper and spicesSoft tannins on entry with freshness that accompanies progression through to the lingering finaleFood Pairing:Feathered game, wood pigeon, duck. Pappardelle pasta in hare sauce, wild boar, roe deer - Serving temperature: 16-18 Â°CAwards:2009 - James Suckling: 92 points2009 - James Suckling: 90 points2008 - James Suckling: 90 points",https://www.winelistasia.com/store/p268/Eugenio_Collavini_-_Schioppettino_%22Turian%22_DOC_2020.html
"Ca' Maiol - Valtenesi ""Negresco"" DOC 2018",66,"Red, Dry, Still",Groppello,Barbera,Sangiovese,Marzemino,"Lombardia, Italy","Piedmont, Italy","Tuscany, Italy",,14.00%,"Spicy pasta and rice dishes, barbecued, roast and spit-roaste meats, mature cheeses.","Category: Red, Dry, StillGrapes: Groppello, Barbera, Sangiovese, MarzeminoAlcohol %: 14Deep purplish redA tangible hit of red and black berry fruits, dark spices and woody notes.Fleshy with a caressing mouth feel. Silky and precise tannins, refreshing, dynamic progression and a finish which thrums with fruit and spice.Food Pairing:Spicy pasta and rice dishes, barbecued, roast and spit-roaste meats, mature cheeses.",https://www.winelistasia.com/store/p274/Ca%27_Maiol_-_Valtenesi_%22Negresco%22_DOC_2018.html
Baglio di Pianetto - Frappato ORGANIC IGT 2020,49,"Red, Dry, Still",100% Frappato,,,,"Sicily, Italy",,,,13.50%,Sicilyâs traditional âpasta allâanciovaâ withanchovies and breadcrumb,"Category: Red, Dry, StillGrapes: 100% FrappatoAlcohol: 13.5%A clear and fairly dense ruby redFloral (rose) and fruity (marasca cherries and red plums)Fresh, fine and quite intense, sapid.The aftertaste reveals notes of medlar and peach together with a delicate tanninFood Pairing: Sicilyâs traditional âpasta allâanciovaâ withanchovies and breadcrumb",https://www.winelistasia.com/store/p286/Baglio_di_Pianetto_-_Frappato_ORGANIC__IGT_2020.html
Baglio di Pianetto - Nero d'Avola ORGANIC DOC 2021,49,"Red, Dry, Still",100% Nero D'avola,,,,"Sicily, Italy",,,,13.00%,Sicilian âcaponataâ with tomato concasse,"Category: Red, Dry, StillGrapes: 100% Nero d'AvolaAlcohol: 13.0%A clear and dense Tyrian purple redIntense and fine, floral (lavender) and fruity (cherries and plums) with a light hint of grassDry, quite sapid and lingering, a firm body with soft tanninsFood Pairing: Sicilian âcaponataâ with tomato concasse",https://www.winelistasia.com/store/p287/Baglio_di_Pianetto_-_Nero_d%27Avola_ORGANIC_DOC_2021.html
Baglio di Pianetto - Syrah ORGANIC DOC 2021,49,"Red, Dry, Still",100% Syrah,,,,"Northern Rhone, France",,,,14.00%,"Home-made âpappardelleâ with game ragout, beef âTagliataâ with arugula and parmesan shaving","Category: Red, Dry, StillGrapes: 100% SyrahAlcohol: 14.0%Clear and dense ruby red with Tyrian purple highlightsIntense and fine, fruity (raspberry, wild berries), spicyDry, quite sapid and lingering, with a good body supported by elegant tanninsFood Pairing: Home-made âpappardelleâ with game ragout, beef âTagliataâ with arugula and parmesan shaving",https://www.winelistasia.com/store/p288/Baglio_di_Pianetto_-_Syrah__ORGANIC_DOC_2021.html
ERA - Montepulciano d'Abruzzo DOC 2020,39,"Red, Dry, Still",100% Montepulciano D'abruzzo,,,,"Abruzzo, Italy",,,,12.50%,"Enjoy with typical Italian dishes, red meats, pizza and cheese","Category: Red, Dry, StillGrapes: 100% Montepulciano d'AbruzzoAlcohol: 12.5%Bright ruby-red in colorDelicious aromas of black cherries, strawberries, and herbsGenerous, yet pure on the palate, this wine's ripe, round tannins and delicate acidity make for an excellent overall structureFood Pairing:Enjoy with typical Italian dishes, red meats, pizza and cheese",https://www.winelistasia.com/store/p297/ERA_-_Montepulciano_d%27Abruzzo__DOC_2020.html
ERA - Primitivo del Salento ORGANIC IGT 2020,39,"Red, Dry, Still",100% Primitivo,,,,"Apulia (Puglia), Italy",,,,12.50%,"Savoury first courses, red meat and game, mature cheese","Category: Red, Dry, StillGrapes: 100% PrimitivoAlcohol: 12.5%Lively red colour with delicate garnet reflectionsIntense aroma, with notes of plum and cherry, spicy, with rosemary and vanilla scentsMedium well balanced with cherry flavour and a finish of earth, soil and white pepperFood Pairing:Savoury first courses, red meat and game, mature cheese",https://www.winelistasia.com/store/p298/ERA_-_Primitivo_del_Salento_ORGANIC__IGT_2020.html
"Antichi Poderi Jerzu - Cannonau di Sardegna Passito ""Akratos"" (500ml) DOC 2016",83,"Red, Sweet, Still",100% Cannonau,,,,Sardinia,,,,15.00%,Ideal accompaniment for typical sweets and desserts with honey and tasty cheeses,"Category: Red, Sweet, StillGrapes: 100% CannonauAlcohol: 15.0%Ruby red color with garnet reflections, limpid with the formation of generous and well-evident archesScent broad, intense and complex, we recognize black cherry, myrtle and plum on a final mentholOn the palate an enveloping entrance, sweet and soft, well balanced by strong tannins and sapidity, beautiful final freshnessFood Pairing:Ideal accompaniment for typical sweets and desserts with honey and tasty cheeses",https://www.winelistasia.com/store/p300/Antichi_Poderi_Jerzu_-_Cannonau_di_Sardegna_Passito_%22Akratos%22_%28500ml%29_DOC_2016.html
Ciu Ciu - Lacrima di Morro D'Alba DOC 2021,52,"Red, Dry, Still",100% Lacrima di Morro D'alba,,,,"Marche, Italy",,,,13.00%,"In addition to cold cuts and traditional pasta dishes, the wine pairs well with roasted meat dishesr","Category: Red, Dry, StillGrapes: 100% Lacrima di Morro d'AlbaAlcohol %: 13.0Intense ruby red with violet reflectionsUniquely rich organoleptic characteristics, intense, pleasantly fruity (strawberry, marasca cherry) and flowery (violet, rosebuds)Very well-balanced with elegant aromas and notes of violet and rose petal followed by ripe black fruit and a very aromatic on the nose and finishFood PairingIn addition to cold cuts and traditional pasta dishes, the wine pairs well with roasted meat dishesr",https://www.winelistasia.com/store/p303/Ci%C3%B9_Ci%C3%B9_-_Lacrima_di_Morro_D%27Alba_DOC_2021.html
"CiÃ¹ CiÃ¹ - Rosso Marche ""Oppidum"" ORGANIC IGT 2016",90,"Red, Dry, Still",100% Montepulciano,,,,"Abruzzo, Italy",,,,15.00%,"Roasted veal stuffed with spinach, deep-dish pizza, beef satay","Category: Red, Dry, StillGrapes: 100% MontepulcianoAlcohol %: 15.0Colour red with purple shadesLingering aroma, notes of red fruit, spices, and dried fruitBlueberry aromas with violet, dried herb, nutmeg notes. An expressive wine with redcurrant comfit, blue fruit flavors and plentiful chalky texturesFood PairingRoasted veal stuffed with spinach, deep-dish pizza, beef satay",https://www.winelistasia.com/store/p306/Ci%C3%B9_Ci%C3%B9_-_Rosso_Marche_%22Oppidum%22_ORGANIC_IGT_2016.html
"CiÃ¹ CiÃ¹ - Rosso Offida ""Esperanto"" ORGANIC DOCG 2011",100,"Red, Dry, Still",85% Montepulciano,15% Cabernet,,,"Abruzzo, Italy",,,,15.00%,"Braised goat with chilli, lamb and mint sausages with mashed potato and onion gravy, kidneys in red wine","Category: Red, Dry, StillGrapes: 85% Montepulciano, 15% CabernetAlcohol %: 15.0Colour bright ruby red with garnet huesBouquet intense on the nose with scents of ripe Marasca cherry, dried floral notes of violet and hints of vegetable undergrowth. Spicy notes of licorice and balsamic eucalyptusSmooth, silky and well balanced, with a persistent finishFood PairingBraised goat with chilli, lamb and mint sausages with mashed potato and onion gravy, kidneys in red wine",https://www.winelistasia.com/store/p307/Ci%C3%B9_Ci%C3%B9_-_Rosso_Offida_%22Esperanto%22_ORGANIC_DOCG_2011.html
"CiÃ¹ CiÃ¹ - Rosso Piceno ""Bacchus"" ORGANIC DOC 2023",45,"Red, Dry, Still",Montepulciano,Sangiovese,,,"Abruzzo, Italy","Tuscany, Italy",,,13.50%,"Pairs beautifully with stuffed rigatoni, lasagna with meat sauce or ravioli. Also enjoy with antipasto plates and charcuterie","Category: Red, Dry, StillGrapes: Montepulciano, SangioveseAlcohol %: 13.5Colour purple and bordeaux shadesZesty, with hints of forest fruits, strawberry and vanillaA tangy, fruit-forward character with a lean flavour, slight tannins, fine aromatic after taste. Dry, savoury and peachy taste with scents of vanilla and nutsFood PairingPairs beautifully with stuffed rigatoni, lasagna with meat sauce or ravioli. Also enjoy with antipasto plates and charcuterie",https://www.winelistasia.com/store/p308/Ci%C3%B9_Ci%C3%B9_-_Rosso_Piceno_%22Bacchus%22_ORGANIC_DOC_2023.html
"CiÃ¹ CiÃ¹ - Rosso Piceno Superiore ""Gotico"" ORGANIC DOC 2018",61,"Red, Dry, Still",70% Montepulciano,30% Sangioves,,,"Abruzzo, Italy",,,,14.00%,"Roast Lamb, casseroles, stews","Category: Red, Dry, StillGrapes: 70% Montepulciano, 30% SangiovesAlcohol %: 14.0Colour ruby red with bordeaux shadesIntense, elegant nose, with fruit-driven scents and a hint of preserve, blackberry, cherry, all blending perfectly into the wood's spicy undertonesA pulpy mouthfeel, velvety and just the right touch of tannin and fruit. The warm, lingering, full-bodied and well-orchestrated flavour makes it a distinguished and charismatic wineFood PairingRoast Lamb, casseroles, stews",https://www.winelistasia.com/store/p309/Ci%C3%B9_Ci%C3%B9_-_Rosso_Piceno_Superiore_%22Gotico%22_ORGANIC_DOC_2018.html
"CiÃ¹ CiÃ¹ - Sangiovese ""Saggio"" ORGANIC IGT 2019",77,"Red, Dry, Still",100% Sangioves,,,,"Marche, Italy",,,,14.50%,"Pappardelle pasta with a rabbit and porcini mushroom ragÃ¹, fried chicken livers, slow-roasted pork with white bean mash","Category: Red, Dry, StillGrapes: 100% SangiovesAlcohol %: 14.5Colour intense purple redRed fruits, blackberries and cherriesStrong with cherries, mint and coffee taste, sweet tanninFood PairingPappardelle pasta with a rabbit and porcini mushroom ragÃ¹, fried chicken livers, slow-roasted pork with white bean mash",https://www.winelistasia.com/store/p310/Ci%C3%B9_Ci%C3%B9_-_Sangiovese_%22Saggio%22_ORGANIC_IGT_2019.html
Grosjean Freres - Gamay DOC 2023,68,"Red, Dry, Still",100% Gamay,,,,Beaujolais,,,,13.00%,"Cured meats, particularly lard, motzetta and salami but also with a traditional mountain soup","Category: Red, Dry, StillGrapes: 100% GamayAlcohol: 13%Bright ruby redFruity bouquet that has a pronounced stawberry scentDelicate but also complex and intense with fresh, delicate tanninsFood Pairing:Cured meats, particularly lard, motzetta and salami but also with a traditional mountain soup",https://www.winelistasia.com/store/p328/Grosjean_Freres_-_Gamay_DOC_2023.html
"Mamete Prevostini - Sassella Valtellina Sup. ""Sommarovina"" DOCG 2021",127,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,13.50%,"Perfect for sturdy main courses, based on red meats, roasted and grilled, long cooked (brasati, salmÃ¬ game)","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 13.5%Purple-red in colourA bouquet exuding blueberries and blackberriesBold and well-defined flavour, robust yet silky and with a refreshing liquorice and almond finishFood Pairing:Perfect for sturdy main courses, based on red meats, roasted and grilled, long cooked (brasati, salmÃ¬ game)Awards: 2008 - Wine Spectator: 90 points2009 - Wine Spectator: 91 points2009 - Cellar Tracker: 91 points2011 - Wine & Spirit Magazine: 90 points",https://www.winelistasia.com/store/p333/Mamete_Prevostini_-_Sassella_Valtellina_Sup._%22Sommarovina%22_DOCG_2021.html
